Basis-of-record,Catalogue-number,Collection-code,Institution-code,Collector,Collector-number,Date-collected,Field-notes,Field-number,Type-status,Taxonomic-name,Identification-qualifier,Identified-by,Date-identified,Count,GenBank-number-s-,Lifestage,Remarks,Sex,Location,Specimen,Image,FileImage
Occurrence,T167,,,None,T167,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/689"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T167%20Pratylenchus%20goodeyi.zip,./Output/055-T167%20Pratylenchus%20goodeyi.zip
Occurrence,T168,,,None,T168,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/690"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T168%20Pratylenchus%20goodeyi.zip,./Output/056-T168%20Pratylenchus%20goodeyi.zip
Occurrence,T169,,,None,T169,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/691"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T169%20Pratylenchus%20goodeyi.zip,./Output/057-T169%20Pratylenchus%20goodeyi.zip
Occurrence,T171,,,None,T171,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/575"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T171%20Pratylenchus%20penetrans.zip,./Output/058-T171%20Pratylenchus%20penetrans.zip
Occurrence,T175,,,None,T175,None,None,None,None,"<a href=/taxonomy/term/10658"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 2</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/619"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T175%20Pratylenchus%20sp.%202.zip,./Output/059-T175%20Pratylenchus%20sp.%202.zip
Occurrence,T181,,,None,T181,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/576"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T181%20Pratylenchus%20penetrans.zip,./Output/060-T181%20Pratylenchus%20penetrans.zip
Occurrence,T183,,,None,T183,None,None,None,None,"<a href=/taxonomy/term/10654"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus crenatus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/661"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T183%20Pratylenchus%20crenatus.zip,./Output/061-T183%20Pratylenchus%20crenatus.zip
Occurrence,T184,,,None,T184,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/577"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T184%20Pratylenchus%20penetrans.zip,./Output/062-T184%20Pratylenchus%20penetrans.zip
Occurrence,T194,,,None,T194,None,None,None,None,"<a href=/taxonomy/term/10658"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 2</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/620"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T194%20Pratylenchus%20sp.%202.zip,./Output/063-T194%20Pratylenchus%20sp.%202.zip
Occurrence,T201,,,None,T201,None,None,None,None,"<a href=/taxonomy/term/10659"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 3</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/622"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T201%20Pratylenchus%20sp.%203.zip,./Output/064-T201%20Pratylenchus%20sp.%203.zip
Occurrence,T202,,,None,T202,None,None,None,None,"<a href=/taxonomy/term/10659"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 3</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/623"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T202%20Pratylenchus%20sp.%203.zip,./Output/065-T202%20Pratylenchus%20sp.%203.zip
Occurrence,T206,,,None,T206,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/692"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T206%20Pratylenchus%20goodeyi.zip,./Output/066-T206%20Pratylenchus%20goodeyi.zip
Occurrence,T207,,,None,T207,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/693"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T207%20Pratylenchus%20goodeyi.zip,./Output/067-T207%20Pratylenchus%20goodeyi.zip
Occurrence,T208,,,None,T208,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/694"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T208%20Pratylenchus%20goodeyi.zip,./Output/068-T208%20Pratylenchus%20goodeyi.zip
Occurrence,T209,,,None,T209,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/695"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T209%20Pratylenchus%20goodeyi.zip,./Output/069-T209%20Pratylenchus%20goodeyi.zip
Occurrence,T213,,,None,T213,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/677"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T213%20Pratylenchus%20flakkensis.zip,./Output/070-T213%20Pratylenchus%20flakkensis.zip
Occurrence,T214,,,None,T214,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/678"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T214%20Pratylenchus%20flakkensis.zip,./Output/071-T214%20Pratylenchus%20flakkensis.zip
Occurrence,T215,,,None,T215,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/679"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T215%20Pratylenchus%20flakkensis.zip,./Output/072-T215%20Pratylenchus%20flakkensis.zip
Occurrence,T216,,,None,T216,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/680"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T216%20Pratylenchus%20flakkensis.zip,./Output/073-T216%20Pratylenchus%20flakkensis.zip
Occurrence,T222,,,None,T222,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/696"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T222%20Pratylenchus%20goodeyi.zip,./Output/074-T222%20Pratylenchus%20goodeyi.zip
Occurrence,T241,,,None,T241,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/681"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T241%20Pratylenchus%20flakkensis.zip,./Output/075-T241%20Pratylenchus%20flakkensis.zip
Occurrence,T242,,,None,T242,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/682"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T242%20Pratylenchus%20flakkensis.zip,./Output/076-T242%20Pratylenchus%20flakkensis.zip
Occurrence,T243,,,None,T243,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/683"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T243%20Pratylenchus%20flakkensis.zip,./Output/077-T243%20Pratylenchus%20flakkensis.zip
Occurrence,T254,,,None,T254,None,None,None,None,"<a href=/taxonomy/term/10650"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Acrobeloides nanus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/706"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T254%20Acrobeloides%20cf.%20nanus.zip,./Output/078-T254%20Acrobeloides%20cf.%20nanus.zip
Occurrence,T267,,,None,T267,None,None,None,None,"<a href=/taxonomy/term/10656"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus convallariae</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/669"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T267%20Pratylenchus%20convallariae.zip,./Output/079-T267%20Pratylenchus%20convallariae.zip
Occurrence,T268,,,None,T268,None,None,None,None,"<a href=/taxonomy/term/10656"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus convallariae</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/670"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T268%20Pratylenchus%20convallariae.zip,./Output/080-T268%20Pratylenchus%20convallariae.zip
Occurrence,T269,,,None,T269,None,None,None,None,"<a href=/taxonomy/term/10656"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus convallariae</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/671"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T269%20Pratylenchus%20convallariae.zip,./Output/081-T269%20Pratylenchus%20convallariae.zip
Occurrence,T272,,,None,T272,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/631"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T272%20Pratylenchus%20fallax.zip,./Output/082-T272%20Pratylenchus%20fallax.zip
Occurrence,T275,,,None,T275,None,None,None,None,"<a href=/taxonomy/term/10654"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus crenatus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/662"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T275%20Pratylenchus%20crenatus.zip,./Output/083-T275%20Pratylenchus%20crenatus.zip
Occurrence,T278,,,None,T278,None,None,None,None,"<a href=/taxonomy/term/10659"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 3</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/624"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T278%20Pratylenchus%20sp.%203.zip,./Output/084-T278%20Pratylenchus%20sp.%203.zip
Occurrence,T283,,,None,T283,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/632"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T283%20Pratylenchus%20fallax.zip,./Output/085-T283%20Pratylenchus%20fallax.zip
Occurrence,T284,,,None,T284,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/633"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T284%20Pratylenchus%20fallax.zip,./Output/086-T284%20Pratylenchus%20fallax.zip
Occurrence,T286,,,None,T286,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/634"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T286%20Pratylenchus%20fallax.zip,./Output/087-T286%20Pratylenchus%20fallax.zip
Occurrence,T290,,,None,T290,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/635"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T290%20Pratylenchus%20fallax.zip,./Output/088-T290%20Pratylenchus%20fallax.zip
Occurrence,T293,,,None,T293,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/578"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T293%20Pratylenchus%20penetrans.zip,./Output/089-T293%20Pratylenchus%20penetrans.zip
Occurrence,T295,,,None,T295,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/579"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T295%20Pratylenchus%20penetrans.zip,./Output/090-T295%20Pratylenchus%20penetrans.zip
Occurrence,T296,,,None,T296,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/580"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T296%20Pratylenchus%20penetrans.zip,./Output/091-T296%20Pratylenchus%20penetrans.zip
Occurrence,T297,,,None,T297,None,None,None,None,"<a href=/taxonomy/term/10654"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus crenatus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/663"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T297%20Pratylenchus%20crenatus.zip,./Output/092-T297%20Pratylenchus%20crenatus.zip
Occurrence,T305,,,None,T305,None,None,None,None,"<a href=/taxonomy/term/10650"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Acrobeloides nanus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/707"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T305%20Acrobeloides%20cf.%20nanus.zip,./Output/093-T305%20Acrobeloides%20cf.%20nanus.zip
Occurrence,T306,,,None,T306,None,None,None,None,"<a href=/taxonomy/term/10650"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Acrobeloides nanus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/708"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T306%20Acrobeloides%20cf.%20nanus.zip,./Output/094-T306%20Acrobeloides%20cf.%20nanus.zip
Occurrence,T307,,,None,T307,None,None,None,None,"<a href=/taxonomy/term/10650"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Acrobeloides nanus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/709"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T307%20Acrobeloides%20cf.%20nanus.zip,./Output/095-T307%20Acrobeloides%20cf.%20nanus.zip
Occurrence,T308,,,None,T308,None,None,None,None,"<a href=/taxonomy/term/10650"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Acrobeloides nanus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/710"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T308%20Acrobeloides%20cf.%20nanus.zip,./Output/096-T308%20Acrobeloides%20cf.%20nanus.zip
Occurrence,T353,,,None,T353,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/637"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T353%20Pratylenchus%20fallax.zip,./Output/097-T353%20Pratylenchus%20fallax.zip
Occurrence,T354,,,None,T354,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/638"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T354%20Pratylenchus%20fallax.zip,./Output/098-T354%20Pratylenchus%20fallax.zip
Occurrence,T376,,,None,T376,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/639"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T376%20Pratylenchus%20fallax.zip,./Output/099-T376%20Pratylenchus%20fallax.zip
Occurrence,T44,,,None,T44,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/570"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T44%20Pratylenchus%20penetrans.zip,./Output/100-T44%20Pratylenchus%20penetrans.zip
Occurrence,T569,,,None,T569,None,None,None,None,"<a href=/taxonomy/term/10658"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 2</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/621"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T569%20Pratylenchus%20sp.%202.zip,./Output/101-T569%20Pratylenchus%20sp.%202.zip
Occurrence,T617,,,None,T617,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/615"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T617%20Pratylenchus%20sp.%201_0.zip,./Output/102-T617%20Pratylenchus%20sp.%201_0.zip
Occurrence,T67,,,None,T67,None,None,None,None,"<a href=/taxonomy/term/10653"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunenis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/611"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T67%20Pratylenchus%20dunenis.zip,./Output/103-T67%20Pratylenchus%20dunenis.zip
Occurrence,T677,,,None,T677,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/581"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T677%20Pratylenchus%20penetrans.zip,./Output/104-T677%20Pratylenchus%20penetrans.zip
Occurrence,T678,,,None,T678,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/582"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T678%20Pratylenchus%20penetrans.zip,./Output/105-T678%20Pratylenchus%20penetrans.zip
Occurrence,T679,,,None,T679,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/583"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T679%20Pratylenchus%20penetrans.zip,./Output/106-T679%20Pratylenchus%20penetrans.zip
Occurrence,T68,,,None,T68,None,None,None,None,"<a href=/taxonomy/term/10651"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus dunensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/613"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T68%20Pratylenchus%20dunensis.zip,./Output/107-T68%20Pratylenchus%20dunensis.zip
Occurrence,T682,,,None,T682,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/640"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T682%20Pratylenchus%20fallax.zip,./Output/108-T682%20Pratylenchus%20fallax.zip
Occurrence,T683,,,None,T683,None,None,None,None,"<a href=/taxonomy/term/10649"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus pratensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/703"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T683%20Pratylenchus%20pratensis.zip,./Output/109-T683%20Pratylenchus%20pratensis.zip
Occurrence,T684,,,None,T684,None,None,None,None,"<a href=/taxonomy/term/10649"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus pratensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/704"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T684%20Pratylenchus%20pratensis.zip,./Output/110-T684%20Pratylenchus%20pratensis.zip
Occurrence,T685,,,None,T685,None,None,None,None,"<a href=/taxonomy/term/10652"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus fallax</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/641"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T685%20Pratylenchus%20fallax.zip,./Output/111-T685%20Pratylenchus%20fallax.zip
